Energy [MeV],Total Flux [cm⁻²·s⁻¹·MeV⁻¹]
28.261161161161162,0.0
28.291141141141143,0.0
28.32112112112112,0.0
28.3511011011011,0.0
28.38108108108108,0.0
28.411061061061062,0.0
28.441041041041043,0.0
28.47102102102102,0.0
28.501001001001,0.0
28.53098098098098,0.0
28.560960960960962,0.0
28.590940940940943,0.0
28.62092092092092,0.0
28.6509009009009,0.0
28.68088088088088,0.0
28.710860860860862,0.0
28.740840840840843,0.0
28.77082082082082,0.0
28.8008008008008,0.0
28.83078078078078,0.0
28.860760760760762,0.0
28.890740740740743,0.0
28.92072072072072,0.0
28.9507007007007,0.0
28.98068068068068,0.0
29.010660660660662,0.0
29.040640640640643,0.0
29.07062062062062,0.0
29.1006006006006,0.0
29.13058058058058,0.0
29.160560560560562,0.0
29.190540540540542,0.0
29.22052052052052,0.0
29.2505005005005,0.0
29.28048048048048,0.0
29.31046046046046,0.0
29.340440440440442,0.0
29.37042042042042,0.0
29.4004004004004,0.0
29.43038038038038,0.0
29.46036036036036,0.0
29.49034034034034,0.0
29.52032032032032,0.0
29.5503003003003,0.0
29.58028028028028,0.0
29.61026026026026,0.0
29.64024024024024,0.0
29.67022022022022,0.0
29.7002002002002,0.0
29.73018018018018,0.0
29.76016016016016,0.0
29.79014014014014,0.0
29.82012012012012,0.0
29.8501001001001,0.0
29.88008008008008,0.0
29.91006006006006,0.0
29.94004004004004,0.0
29.97002002002002,0.0
30.0,0.0
